Day,Date,NO_CWV,NO_LB1,NO_LB2,NO_LB3,NO_LB4,NO_NDM_Total,NO_DM,NO_Interruptible,NO_Shrinkage,NO_Total_Throughput,NO_Billing_CV,NE_CWV,NE_LB1,NE_LB2,NE_LB3,NE_LB4,NE_NDM_Total,NE_DM,NE_Interruptible,NE_Shrinkage,NE_Total_Throughput,NE_Billing_CV,LB1,LB2,LB3,LB4,NDM_Total,DM,Interruptible,Shrinkage,Total_Throughput
Sunday,30-March-08,5.7,74203.6,7049.4,6622.6,5285.5,93161.1,11858,12484.4,681.5,118185.1,40.1,7.39,84788.6,9075,7224.4,5415.5,106503.5,12828.3,17378.7,874.9,137585.4,39.9,158992.2,16124.4,13847,10701,199664.6,24686.3,29863.1,1556.5,255770.5
Monday,31-March-08,6.95,62706.6,9420.7,8581.3,6822.1,87530.7,13660.8,12054.8,656.8,113903.1,40,7.87,74183.8,12704.3,9973.8,7715.9,104577.7,12805.8,19459.8,875.8,137719.1,40,136890.4,22125,18555,14538,192108.4,26466.7,31514.6,1532.6,251622.2
Tuesday,01-April-08,6.59,63921.4,9606.8,8724.9,6885.4,89138.5,13349.7,13600.8,673.3,116762.3,40.1,8.27,78032.2,13447.7,10410.7,7909.1,109799.7,13580.1,17841.9,903.8,142125.6,40,141953.6,23054.5,19135.6,14794.5,198938.2,26929.8,31442.7,1577.1,258887.9
Wednesday,02-April-08,7.75,58499.6,8777.4,8096.4,6588.9,81962.3,13431.1,14406.2,636.8,110436.4,40.2,9.04,72895.9,12457.3,9817.6,7643.7,102814.6,13155.6,18536.8,860.8,135367.8,40.2,131395.6,21234.6,17914,14232.7,184776.8,26586.7,32943,1497.7,245804.2
Thursday,03-April-08,8.89,48798.1,7297.4,6980.1,6079.6,69155.1,12630.5,13134.9,550.5,95471.1,40.1,9.81,62774,10500.6,8650,7124.2,89048.8,13109.8,17172.8,763.7,120095.2,40.1,111572,17798,15630.1,13203.8,158203.9,25740.3,30307.7,1314.3,215566.2
Friday,04-April-08,7.91,52741.4,7205.9,6475.5,5390.7,71813.5,12857,14304.2,574.1,99548.8,40.1,9.77,65462.2,10066.6,7853.7,6171.6,89554.1,13043.7,16194.8,760.3,119552.8,40.1,118203.7,17272.4,14329.2,11562.3,161367.6,25900.7,30499,1334.3,219101.6
Saturday,05-April-08,5.53,80104.7,7387.7,6591.3,5080.8,99164.6,11846.9,15885.4,736,127632.9,40,6.88,94860.1,10504.9,7936.4,5214.3,118515.6,13061.6,14672.7,936,147185.9,39.9,174964.8,17892.6,14527.7,10295.1,217680.2,24908.4,30558.1,1672,274818.8
Sunday,06-April-08,3.79,101274.8,9636.4,8678.7,6312.1,125902,11777.3,16201,892.5,154772.8,39.9,5.05,111820.6,12297.6,9249.9,6300.6,139668.6,12997.5,16913.2,1085.3,170664.6,39.9,213095.4,21933.9,17928.6,12612.7,265570.6,24774.8,33114.1,1977.8,325437.4
Monday,07-April-08,4.39,90259.2,13614.7,11757.9,8277.9,123909.7,13217.1,15624.8,886,153637.6,40,5.08,105632.6,18791.3,13613,9239,147275.9,13383.5,21384.7,1165.1,183209.3,39.9,195891.9,32406,25370.9,17516.9,271185.7,26600.6,37009.5,2051,336846.8
Tuesday,08-April-08,5.13,74622.4,11231.2,9957.3,7432,103242.9,13355.7,14621.2,761.1,131980.9,40,5.23,95440.8,16816.8,12437.7,8731.3,133426.7,13404.4,21358.1,1076.4,169265.6,39.9,170063.3,28048.1,22394.9,16163.3,236669.6,26760.1,35979.2,1837.5,301246.5
Wednesday,09-April-08,5.36,70273.9,10570.7,9464.5,7203.6,97512.7,12535.4,14279.3,721.1,125048.5,39.8,5.63,91358.4,16028.5,11972,8530.5,127889.5,13576.5,19148.3,1027.9,161642.2,39.8,161632.4,26599.2,21436.6,15734.2,225402.2,26111.8,33427.6,1749,286690.7
Thursday,10-April-08,6.04,69019.2,10379.2,9319.2,7136.3,95853.9,13000.3,15763.6,722.8,125340.6,39.9,6.52,84827.5,14759.3,11219.7,8208.5,119015,13157.3,16834.8,953.6,149960.8,39.8,153846.7,25138.5,20538.9,15344.8,214868.9,26157.6,32598.5,1676.4,275301.4
Friday,11-April-08,5.69,75527.3,10373.2,8775.4,6391.3,101067.1,12503.5,15890.8,750.9,130212.3,39.9,6.2,91365.1,14654,10495.8,7293.6,123808.4,13403.1,19217.6,1001.1,157430.3,39.9,166892.3,25027.1,19271.2,13684.9,224875.6,25906.6,35108.4,1752,287642.6
Saturday,12-April-08,5.09,82371.9,7598,6766,5129.4,101865.2,10450.7,16342.5,746.2,129404.7,39.9,6.75,92979.7,10285.3,7798.7,5131.6,116195.3,12948.9,16811,934.1,146889.3,39.9,175351.6,17883.3,14564.7,10261,218060.6,23399.6,33153.5,1680.3,276294
Sunday,13-April-08,6.14,74379,7073.8,6643.2,5284.7,93380.7,10933.6,16031.6,698,121044,39.9,6.72,98197,10682.8,8239.8,5830.6,122950.2,12933,17856.9,983.9,154724,39.9,172576,17756.6,14882.9,11115.3,216330.9,23866.6,33888.5,1681.9,275768
Monday,14-April-08,5.56,76066.3,11446.3,10144,7486,105142.6,13622.8,16770.6,786.1,136322.1,40,6.43,90946,15945.2,11928.2,8511.5,127331,13081.4,21071,1033.5,162516.9,39.9,167012.3,27391.5,22072.2,15997.5,232473.6,26704.2,37841.6,1819.6,298839
Tuesday,15-April-08,5.37,76871.5,11565.4,10233.2,7527.9,106198,13827.5,14959.2,782.9,135767.6,40,6.08,92587.2,16259.3,12102.1,8592.7,129541.3,13198,20867.7,1047.1,164654,40,169458.7,27824.8,22335.3,16120.6,235739.3,27025.4,35826.8,1830,300421.6
Wednesday,16-April-08,5.22,76163.1,11458.2,10151.1,7490.2,105262.6,13338.3,14784.3,773.6,134158.9,40,5.88,99610.6,17618.9,12904.9,8935.4,139069.8,13363,21222.5,1111.4,174766.6,39.9,175773.7,29077.1,23056,16425.7,244332.4,26701.2,36006.8,1885,308925.5
Thursday,17-April-08,5.13,77761.2,11702.8,10334.7,7573.2,107371.9,13919,16028.5,796.5,138115.9,40,5.27,95648.8,16851.1,12439.2,8746.6,133685.8,13335.5,20765.5,1073.8,168860.7,40,173410,28554,22773.9,16319.8,241057.7,27254.5,36794,1870.3,306976.6
Friday,18-April-08,5.75,80654.3,11078.4,9285.4,6621.9,107639.9,13356.4,17848,805.3,139649.7,40,5.49,103507.9,16810.2,11692.8,7802.9,139813.7,13266.7,20526.5,1111.1,174718,40,184162.1,27888.5,20978.2,14424.8,247453.6,26623.2,38374.5,1916.4,314367.7
Saturday,19-April-08,6.18,75922.5,6997.6,6305.4,4903.8,94129.4,11179.7,18218.7,716.5,124244.3,39.9,6.09,106548.5,11932.9,8782,5538.4,132801.8,12742.8,17977.9,1046.5,164569.1,39.9,182471.1,18930.5,15087.5,10442.1,226931.2,23922.6,36196.6,1763,288813.4
Sunday,20-April-08,6.77,77901.9,7405,6908.6,5412.7,97628.2,11847.2,17916.2,738.9,128130.4,39.9,6.77,102470.1,11189.1,8538.6,5971.3,128169,12750.9,17803.6,1015.8,159739.4,39.9,180371.9,18594.1,15447.2,11384,225797.2,24598.1,35719.8,1754.7,287869.8
Monday,21-April-08,7.32,63486.6,9527.6,8685.7,6821.2,88521.2,13818.2,17871.7,697.2,120908.3,39.9,8.04,77799.6,13388.6,10392,7868.8,109449.1,13229.8,20909.4,919,144507.2,39.9,141286.2,22916.3,19077.7,14690,197970.2,27047.9,38781.1,1616.2,265415.4
Tuesday,22-April-08,7.92,54171.1,8106.7,7610.8,6332.4,76221,13569.6,17896.2,624.6,108311.3,39.9,9.49,67691.5,11429.5,9236.8,7363.4,95721.3,13278.3,20046.9,825.9,129872.4,39.9,121862.6,19536.2,16847.7,13695.8,171942.2,26847.9,37943.1,1450.5,238183.7
Wednesday,23-April-08,8.39,58197.3,8719.5,8074.4,6542.4,81533.5,13391.4,17475.2,651.9,113052,39.8,10.44,65989.3,11101,9049.4,7272.9,93412.7,13320,18166.4,799.4,125698.5,39.8,124186.6,19820.6,17123.8,13815.3,174946.2,26711.4,35641.6,1451.3,238750.5
Thursday,24-April-08,8.54,53552.8,8012.4,7538.4,6298.8,75402.4,13943.4,19476.4,631.2,109453.4,39.8,9.94,63739,10664.1,8790.6,7163.6,90357.3,13313.4,16409.4,768.5,120848.7,39.7,117291.8,18676.6,16329,13462.5,165759.8,27256.8,35885.8,1399.7,230302.1
Friday,25-April-08,9.58,54287.6,7414.1,6643.5,5441.3,73786.5,13379.1,19428.9,618.2,107212.8,39.7,10.55,66884.5,10303.8,8014.8,6249.9,91452.9,13305.9,15527.2,769.8,121055.9,39.8,121172.1,17717.9,14658.3,11691.2,165239.5,26685.1,34956.1,1388.1,228268.7
Saturday,26-April-08,10.51,49273.5,4535.2,4418.1,3982.3,62209,11345,17504.5,528.1,91586.7,39.7,12.49,50821.5,5175,4663,3828,64487.6,13004.7,12394.6,575.3,90462.2,39.7,100095,9710.2,9081.1,7810.3,126696.6,24349.7,29899.1,1103.4,182048.9
Sunday,27-April-08,10.2,48679.5,4620.3,4674.2,4330.4,62304.3,11896.8,18060.7,535.1,92796.9,39.7,12.63,53428.4,5361.5,4892.5,4340.6,68022.9,13216.4,13393,605.6,95238,39.8,102107.8,9981.8,9566.6,8671,130327.2,25113.2,31453.7,1140.8,188034.9
Monday,28-April-08,9.31,48929,7308.6,7004.1,6054.9,69296.5,13570.2,17722.5,583.4,101172.6,39.4,10.96,60373.3,10013.2,8400.1,6993.1,85779.7,13529.2,17148.3,745.3,117202.6,39.7,109302.2,17321.9,15404.2,13047.9,155076.2,27099.4,34870.8,1328.7,218375.2
Tuesday,29-April-08,9.16,47224.1,7049,6803.8,5965.5,67042.3,13588.5,18634.8,575.7,99841.4,39.4,10.29,56490,9262.4,7951.7,6799,80503.2,13584.1,16696.1,709,111492.4,39.5,103714,16311.4,14755.6,12764.5,147545.5,27172.6,35330.8,1284.8,211333.7
Wednesday,30-April-08,8.78,55165.1,8257.7,7720.3,6403,77546.1,12971.7,21817.2,651.5,112986.5,39.9,9.55,63728.1,10660,8785.9,7169.7,90343.7,13515.4,17087.2,774.1,121720.4,39.9,118893.2,18917.7,16506.1,13572.7,167889.7,26487.1,38904.4,1425.6,234706.9
Thursday,01-May-08,8.92,50024.5,7475.3,7127.8,6133.8,70761.4,13190.7,20851.7,607.9,105411.6,39.8,10.39,61196.6,10174.6,8491.3,7035.9,86898.3,13174.5,17882.7,754.9,118710.3,39.8,111221.1,17649.8,15619.1,13169.7,157659.7,26365.2,38734.4,1362.8,224122
Friday,02-May-08,9.84,39831.2,5406.7,5194.4,4813.3,55245.6,12555.7,21148.8,515.9,89466,39.9,11.15,51818.7,7640.2,6476.9,5586.8,71522.6,12197.1,18370.8,653.4,102744,39.9,91650,13046.9,11671.3,10400.1,126768.3,24752.8,39519.6,1169.3,192209.9
Saturday,03-May-08,11.05,39228.5,3957.6,4025.3,3816.7,51028,10170,18031.4,459.5,79689,40,12.68,42076.1,4663.2,4365.1,3744,54848.4,11496.1,14968.4,520.4,81833.3,40,81304.6,8620.8,8390.4,7560.6,105876.4,21666.1,32999.9,979.9,161522.3
Sunday,04-May-08,11.59,41343.9,4091.3,4121.6,3852.4,53409.3,10346.6,13883.5,450.3,78089.7,40,13.79,45562.1,5073.5,4612.8,3850.5,59098.9,12545.3,14316,550.1,86510.4,40,86906,9164.8,8734.4,7702.9,112508.2,22891.9,28199.5,1000.5,164600.1
Monday,05-May-08,11.68,33638.6,3511,3692.5,3671.3,44513.4,11148.2,12435.7,395,68492.3,39.9,14.26,36823.6,4066.7,4011.1,3580.4,48481.8,11876.2,15620.4,486.3,76464.7,39.8,70462.2,7577.7,7703.6,7251.7,92995.3,23024.4,28056.1,881.2,144957
Tuesday,06-May-08,11.88,27172,4044.5,4549.3,4862.4,40628.1,13103.4,12742.2,385.5,66859.3,39.9,14.7,30140.1,4313.6,4991.5,5284.4,44729.6,12459.8,18220.5,482.6,75892.6,39.8,57312.1,8358.1,9540.8,10146.8,85357.8,25563.3,30962.7,868.2,142752
Wednesday,07-May-08,11.75,24612.7,3680.9,4292.4,4733,37319.1,12935.4,15641.6,382.2,66278.3,40,14.73,27519.7,3843.1,4723.2,5134.9,41221,11848.2,17931.5,454.4,71455.1,40,52132.4,7524,9015.7,9867.9,78540.1,24783.6,33573.2,836.6,137733.5
Thursday,08-May-08,11.57,23475.7,3517.9,4174.9,4673.8,35842.3,13362.7,15679.7,376.3,65261.1,39.9,14.99,25669.3,3512.2,4529.6,5025.2,38736.3,11663.6,17518.4,434.7,68352.9,39.9,49144.9,7030.1,8704.5,9699,74578.6,25026.3,33198.1,811,133614
Friday,09-May-08,12.12,25228,3671.5,4273.8,4712.6,37885.9,13017.6,13400,373,64676.4,40.2,15.18,23910.6,3193.3,4313.6,4883.5,36300.9,11587.5,16793.5,414,65095.9,40,49138.6,6864.7,8587.4,9596.1,74186.8,24605.2,30193.5,786.9,129772.3
Saturday,10-May-08,13.03,18430,1952.8,2567.2,3106,26056.1,10999.9,13928,295.7,51279.7,40.2,15.6,21454.1,2226.1,2835.7,2925.1,29441,12704.4,13126.3,353.7,55625.4,40,39884.2,4178.9,5402.9,6031.2,55497.1,23704.4,27054.2,649.4,106905.1
Sunday,11-May-08,12.88,25029.1,2528.3,2964.2,3288.4,33810,10892.5,13673.5,338.6,58714.6,40.2,15.73,21109.8,2177.7,2791.7,2899.1,28978.3,12127.5,14706.5,357.2,56169.5,40.1,46138.9,4706,5755.9,6187.5,62788.3,23020.1,28380,695.8,114884.1
Monday,12-May-08,11.73,32381.7,4778.6,5083.2,5141.9,47385.5,12555.6,13791.2,427.6,74159.8,40.2,15.2,23038.4,3068.9,4241,4853.7,35202.1,12727.8,18415.4,424.6,66769.8,40,55420.1,7847.5,9324.2,9995.7,82587.5,25283.4,32206.5,852.3,140929.6
Tuesday,13-May-08,10.84,35451,5255.1,5447.8,5386.2,51540.1,12610.6,14156,454.2,78760.9,40.1,14.16,28749.8,4037.7,4844,5271.2,42902.7,12979,18992.8,479.2,75353.7,40,64200.8,9292.8,10291.7,10657.4,94442.8,25589.6,33148.8,933.4,154114.5
Wednesday,14-May-08,10.32,38314.8,5692.2,5782.4,5538.5,55327.8,12804.9,15225.2,483.5,83841.4,40.1,12.88,32370.7,4674,5208.5,5460.3,47713.4,13058.5,18810.5,509.3,80091.7,40,70685.4,10366.2,10990.9,10998.8,103041.3,25863.3,34035.7,992.8,163933.1
Thursday,15-May-08,10.43,34641,5134.7,5359.5,5347.5,50482.7,12239.9,14705.4,449.1,77877,40,12.6,31161.6,4456.4,5078.8,5387.6,46084.3,12468.3,17701,488,76741.7,39.9,65802.6,9591.1,10438.2,10735,96567,24708.2,32406.3,937.1,154618.7
Friday,16-May-08,10.39,39585.3,5373.3,5175.2,4818,54951.6,11669.2,12063.9,456.4,79141.2,39.9,12.03,40642.9,5653.3,5345.2,5097.8,56739.2,12089,17281.9,551.1,86661.2,39.8,80228.2,11026.5,10520.3,9915.8,111690.8,23758.2,29345.9,1007.5,165802.4
Saturday,17-May-08,9.27,48901.8,4501.7,4391.9,3989.4,61784.8,10452.5,13650.8,498.2,86386.3,39.9,11.2,51855.6,5281.3,4749.6,3884.7,65771.3,11650.2,15418.3,594.2,93433.9,39.9,100757.5,9783,9141.5,7874,127556,22102.7,29069.2,1092.3,179820.2
Sunday,18-May-08,8.98,44073.4,4182.7,4323.4,4183,56762.5,11248.1,14042.7,475.9,82529.3,39.9,10.79,50489.8,4995.2,4681.9,4268.1,64435,11928.6,16232,592.6,93188.1,39.8,94563.2,9177.9,9005.3,8451.1,121197.5,23176.7,30274.7,1068.5,175717.4
Monday,19-May-08,9.13,36994.2,5490.2,5634,5471,53589.5,12834.9,15721.7,476.4,82622.6,39.9,10.47,48097.8,7619.4,6988.9,6395.8,69101.8,13613.8,18736.6,649.3,102101.6,39.8,85092,13109.7,12622.9,11866.8,122691.4,26448.7,34458.4,1125.7,184724.2
Tuesday,20-May-08,9.62,34698.5,5141.5,5369.7,5351.7,50561.3,13389.6,13460.8,449,77860.8,39.9,10.71,44397.6,6908.7,6557.5,6198.1,64062,14777.3,18506.7,623,97969,39.8,79096.1,12050.2,11927.2,11549.8,114623.3,28166.9,31967.5,1072,175829.8
Wednesday,21-May-08,10.06,35251.6,5225.3,5434.4,5378.7,51289.9,13370.8,14081.3,456.7,79198.6,39.9,11.72,40182.2,6099.4,6067,5974.1,58322.7,13639.7,18405.3,578.4,90946,39.8,75433.8,11324.7,11501.4,11352.8,109612.6,27010.4,32486.5,1035.1,170144.6
Thursday,22-May-08,10.83,28106.2,4150.1,4621.4,5006.8,41884.5,12903.3,14448.1,401.6,69637.4,39.8,13.3,33424.4,4831.5,5294.2,5574,49124.1,13011.8,18526.3,516.2,81178.3,39.7,61530.6,8981.6,9915.5,10580.8,91008.5,25915,32974.4,917.8,150815.7
Friday,23-May-08,11.52,27768.6,3747.6,4012.9,4284.5,39813.5,12034.4,13777.1,380.6,66005.7,39.7,13.24,32367,4230.6,4510.6,4703.6,45811.8,12879.3,17836.9,489.8,77017.8,39.7,60135.5,7978.2,8523.5,8988.1,85625.3,24913.7,31614,870.4,143023.4
Saturday,24-May-08,10.98,32740.5,3007.4,3253.6,3427.4,42428.9,10502.5,14405.2,390.6,67727.1,39.7,12.47,35572.2,3328.8,3524.6,3351.1,45776.8,12713.6,15025.9,470.5,73986.8,39.6,68312.7,6336.2,6778.2,6778.5,88205.7,23216.1,29431.1,861.1,141713.9
Sunday,25-May-08,11.52,30576.1,2923.2,3090.2,3226.9,39816.3,10216.7,13819.4,370.3,64222.8,39.7,12.08,32317.8,4173.4,3735.6,3276.2,43502.9,12554.6,14423.2,451.1,70931.8,39.7,62893.8,7096.5,6825.8,6503,83319.2,22771.3,28242.7,821.4,135154.6
Monday,26-May-08,11.53,28833,2906.9,3087.7,3242.4,38069.9,10767.7,13641.5,362.4,62841.6,39.7,12.25,36984.2,5164.8,4276.3,3501.3,49926.6,12420.7,15372.9,497.4,78217.6,39.6,65817.3,8071.6,7363.9,6743.6,87996.5,23188.5,29014.4,859.8,141059.2
Tuesday,27-May-08,11.33,41873.7,5130.5,5316.7,5019.8,57340.8,11998,13967.3,483.2,83789.2,39.8,12.15,50639.8,8695.9,7173.5,5757.2,72266.3,12707.9,17894.9,658.4,103527.4,39.8,92513.5,13826.4,12490.2,10777,129607.1,24705.8,31862.1,1141.5,187316.6
Wednesday,28-May-08,11.77,36220.6,4431.6,4773.7,4757.5,50183.4,12087.6,13379.4,438.8,76089.1,39.7,13.23,42698.5,7098.1,6248.5,5356.6,61401.7,12634.2,17250.4,584.2,91870.5,39.7,78919.1,11529.7,11022.3,10114.1,111585.2,24721.7,30629.8,1023,167959.7
Thursday,29-May-08,12.94,22508.3,2788.3,3513.7,4117.8,32928.2,11886.1,14495.6,344,59653.9,40,13.86,27189.3,4025.5,4454.6,4516.3,40185.6,12898.2,16964.7,448.3,70496.8,39.5,49697.6,6813.8,7968.3,8634.1,73113.8,24784.3,31460.2,792.3,130150.6
Friday,30-May-08,12.74,27122.9,3233.7,3835,4292.5,38484.2,12113.3,12259,364.6,63221,40.2,14.17,29348.1,4387.5,4671.1,4627.7,43034.4,12944.6,17212.1,468.4,73659.5,39.6,56471,7621.2,8506.1,8920.2,81518.5,25057.8,29471.1,833,136880.5
Saturday,31-May-08,13.03,21081.4,2097.2,2522.6,2947.4,28648.5,10649.9,11773.8,296.2,51368.4,40.2,14.87,24643.1,2964.3,3114.3,2982.1,33703.9,13414.2,14790.2,396.2,62304.5,39.8,45724.5,5061.5,5636.9,5929.5,62352.4,24064.1,26564,692.4,113672.9
Sunday,01-June-08,12.12,38347.4,3416.3,3538,3941.2,49242.9,11105.2,13428.2,427.9,74204.2,40.1,14.13,38376.3,4195.3,4159.2,4225.8,50956.6,12531,15728.7,507,79723.3,39.8,76723.8,7611.6,7697.2,8167,100199.5,23636.1,29156.9,934.9,153927.4
Monday,02-June-08,12.92,25221.5,3511.3,3958.2,4831.9,37522.9,12702.3,14595.3,376,65196.4,40.1,14.74,26351.8,4222.1,4950.5,5625.1,41149.5,12945.3,19593.6,471.6,74160,39.6,51573.3,7733.4,8908.7,10457,78672.4,25647.6,34188.8,847.6,139356.4
Tuesday,03-June-08,12.84,29924.5,4170.1,4421,5076.1,43591.6,12407,12331.9,396.3,68726.8,40.1,14.3,32532.7,5532.7,5719.2,6062.6,49847.2,13537.8,20353,535.9,84273.8,39.7,62457.2,9702.8,10140.2,11138.6,93438.8,25944.8,32684.9,932.2,153000.7
Wednesday,04-June-08,13.11,20917.2,2931.5,3580.3,4618.2,32047.1,12300.1,12952.6,332.3,57632.1,40,14.72,23801.5,3693.8,4633.2,5438,37566.5,13409.4,18784.7,446.5,70207,39.7,44718.7,6625.2,8213.5,10056.2,69613.7,25709.4,31737.2,778.8,127839.1
Thursday,05-June-08,13.14,19279.1,2710.4,3437.3,4541.6,29968.5,12542.9,13132.9,322.7,55967.1,39.9,14.95,21685.2,3259.6,4385.3,5279,34609.1,13319.3,17880.7,421.2,66230.2,39.7,40964.2,5970,7822.7,9820.6,64577.5,25862.2,31013.6,743.9,122197.3
Friday,06-June-08,12.91,23509.3,2999.4,3331.6,4098.2,33938.4,12050.6,13252,343.6,59584.6,39.8,14.85,24830.6,3550.7,4156.9,4717.2,37255.4,13148.5,17739.2,436.1,68579.2,39.6,48339.9,6550.1,7488.5,8815.4,71193.8,25199,30991.2,779.7,128163.8
Saturday,07-June-08,13.13,20623.3,1823.8,2282.8,3013.4,27743.3,10065.1,11701.1,287.2,49796.6,39.8,14.78,26112.2,2655.9,3133.3,3304.4,35205.7,12875.5,15681,408.1,64170.3,39.5,46735.5,4479.8,5416.1,6317.7,62949,22940.6,27382,695.2,113966.8
Sunday,08-June-08,13.53,16793.1,1556.7,2193.9,3196.6,23740.3,10618.4,11654.2,266.9,46279.8,40,15.47,20984.2,1950.6,2757.5,3410.9,29103.2,12878.7,14982.2,364.6,57328.7,39.7,37777.2,3507.3,4951.5,6607.6,52843.6,23497.1,26636.4,631.4,103608.5
Monday,09-June-08,13.89,15417.9,2186.7,3098.6,4366.4,25069.6,11997.4,12788.6,289.2,50144.7,40.1,15.97,17708.1,2474.8,3899.1,4956.6,29038.5,13215.7,16686.3,377.2,59317.7,39.5,33126,4661.5,6997.7,9322.9,54108.2,25213,29474.8,666.4,109462.4
Tuesday,10-June-08,13.41,16698.6,2357.2,3207.1,4426.2,26689.1,12914.7,12871,304.4,52779.2,40.1,15.57,19000.6,2732.7,4059.4,5078.8,30871.5,13419.4,16703.5,390.4,61384.8,39.7,35699.2,5090,7266.5,9505,57560.6,26334.1,29574.5,694.7,114164
Wednesday,11-June-08,12.98,20216.3,2828.5,3507.3,4593.4,31145.4,13038.8,13796.6,336.3,58317.1,40,15.1,21841.6,3304,4397.6,5313,34856.3,13437,17889.6,423.6,66606.4,39.9,42057.9,6132.5,7904.9,9906.4,66001.7,26475.8,31686.2,759.9,124923.5
Thursday,12-June-08,12.21,24785.2,3445.9,3927.5,4831.1,36989.7,13349.9,13442.4,369.9,64151.9,39.9,13.99,26282.1,4203.1,4943.7,5663.5,41092.5,13424,16557.8,454.9,71529.1,39.5,51067.2,7649,8871.3,10494.6,78082.2,26773.9,30000.2,824.8,135681
Friday,13-June-08,11.84,26398.3,3358.2,3568.5,4229,37554.1,12446.1,12787.2,364.2,63151.6,39.7,13.25,32970.6,5100.3,5041.2,5230.1,48342.2,12766.2,16838.6,498.9,78445.8,39.8,59368.9,8458.5,8609.7,9459.1,85896.3,25212.3,29625.8,863,141597.4
Saturday,14-June-08,11.55,26677.5,2320.9,2622.3,3219.9,34840.6,10895.7,12380.8,337.1,58454.2,39.8,13.51,31630.7,3373.7,3578.6,3556.7,42139.6,12264.4,13243.5,432.9,68080.5,39.9,58308.2,5694.5,6200.8,6776.7,76980.2,23160.1,25624.3,770,126534.6
Sunday,15-June-08,11.54,25233.3,2261,2686.5,3492.5,33673.2,11397.3,12592.7,334.4,57997.6,39.9,13.24,32931.9,3450.4,3712.4,4024,44118.7,11886.9,12924.5,441.2,69371.3,39.8,58165.2,5711.4,6398.8,7516.5,77791.9,23284.2,25517.2,775.6,127368.9
Monday,16-June-08,11.94,24020.2,3337.2,3845.5,4794,35996.9,13637.5,12539.1,360.6,62534,39.9,13.73,26767.6,4305.7,5022.2,5712,41807.4,12854.4,17218.3,460,72340.2,39.7,50787.7,7642.9,8867.7,10506,77804.3,26491.9,29757.4,820.6,134874.3
Tuesday,17-June-08,12.31,25640.2,3563.7,4003.6,4879.8,38087.2,13365.6,12291.1,369.7,64113.6,40.2,14.08,27892.1,4536,5167.3,5793.5,43389,12199.8,17636.9,468.6,73694.4,39.2,53532.3,8099.7,9170.9,10673.3,81476.2,25565.4,29928.1,838.4,137808
Wednesday,18-June-08,12.67,25283.3,3516.8,3970.2,4861.8,37632,13034.6,13033.5,369.5,64069.7,40,14.19,29260.4,4815,5336.6,5890.3,45302.2,12921.1,16375.2,477.4,75075.9,39.2,54543.6,8331.8,9306.7,10752.1,82934.3,25955.7,29408.7,846.9,139145.6
Thursday,19-June-08,12.59,21758.1,3032,3640.8,4693.1,33124,13351.3,13959.2,350.5,60785,39.8,14.66,25061.3,3962.1,4835.7,5597.9,39457,13399.3,16121.5,441.5,69419.2,39.4,46819.4,6994.1,8476.6,10290.9,72580.9,26750.6,30080.7,792,130204.2
Friday,20-June-08,12.14,20594.5,2629.4,3098.6,4000.8,30323.3,12306.7,13187.4,323.7,56141.1,39.8,14.63,24874.5,3572.5,4210,4762.1,37419.1,13337,15353.9,423.1,66533,39.9,45469,6201.9,7308.6,8762.9,67742.4,25643.6,28541.2,746.8,122674.1
Saturday,21-June-08,11.83,33143.7,2867.1,2993,3415.7,42419.6,10594.2,12338.1,379,65730.9,40,14.18,37303.1,4074.3,4023.4,3796.5,49197.3,13176,13225.6,483.8,76082.8,39.9,70446.9,6941.4,7016.5,7212.1,91616.9,23770.1,25563.8,862.9,141813.7
Sunday,22-June-08,12.35,28898.7,2582.8,2914.1,3612.5,38008.2,10891.2,12565,356.5,61820.8,40.1,14.8,30225.3,3096.2,3518.7,3912.9,40753.2,12724,13413.3,428.1,67318.7,40,59124,5679.1,6432.8,7525.5,78761.4,23615.3,25978.2,784.6,129139.5
Monday,23-June-08,12.31,21815.8,3050.2,3656.9,4700.9,33223.8,11968.8,13525.9,340.6,59059.1,40.1,14.68,24364.8,3821.8,4770.1,5549.9,38506.5,13400.4,17990.3,447.3,70344.6,40,46180.6,6872,8427,10250.8,71730.4,25369.1,31516.2,787.9,129403.6
Tuesday,24-June-08,12.62,22500.6,3147,3721,4731,34099.5,12648.4,12845.5,345.6,59938.9,40.1,15.02,23500.4,3647.6,4675,5493.8,37316.9,13617.6,18439.9,444,69818.4,39.8,46001,6794.6,8396,10224.8,71416.4,26266,31285.3,789.6,129757.3
Wednesday,25-June-08,13,20899.6,2929.9,3574.9,4654,32058.5,12927.8,13472.1,339.1,58797.4,40.1,15.18,21469.4,3249,4434.6,5318.2,34471.2,13518.4,18711,426.9,67127.5,39.8,42369.1,6178.9,8009.5,9972.2,66529.6,26446.3,32183,765.9,125924.9
Thursday,26-June-08,12.94,23393.1,3269.3,3803.7,4766.9,35233,13258.2,13525.3,359.7,62376.2,40.2,14.94,26666,4262.4,5051.6,5715.7,41695.8,13327.6,18208.3,468.7,73700.3,40.2,50059.1,7531.7,8855.4,10482.6,76928.8,26585.8,31733.6,828.4,136076.6
